Building ID,MapLot,Year Added,2016 Report Received,Report Type,Buildings Included,Assessor Address,Address Point GIS,Property Type,Primary Property Type - Self Selected,Year Built,Property GFA - Self Reported (ft2),Grantee,Co_grantee,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Indoor Water Intensity (All Water Sources) (gal/ft2)
184-5,208-15,2015,Yes,Child,"184-1, 184-2, 184-3, 184-8, 184-4, 184-5, 184-6, 184-7, 188-2, 188-1",4-46 Fernald Drive,"30 Fernald Dr
Cambridge, MA
(42.383007887000076, -71.12638526199999)",Residential,Multifamily Housing,1949,202814,President & Fellows Of Harvard College,C/O Harvard Resl Estate Inc,97,639458.7,2181833.5,79404.3948996,7940439.5,,,,,,,,,,10122273,10092072.4,49.9,49.8,15188418.6,15134505.4,74.9,74.6,632.8,3.1,4905.2,24.19
241-67,144-1,2015,Yes,Single,,2 Oxford St,"47 Francis Ave
Cambridge, MA
(42.38044712400006, -71.11267645399994)",Nonresidential,College/University,1974,34800,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,256759.2,876062.5,,,,,,,,,1021828.9,1666560.6,,3564452,3524112.3,102.4,101.3,5777606,5736783.1,166,164.9,249.3,7.2,687.8,19.77
358-14,7-31,2015,Yes,Single,,187-197 Monsignor Obrien Hwy,"191 Monsignor Obrien Hwy
Cambridge, MA
(42.37245457600005, -71.07927683899999)",Nonresidential,Hotel,2002,79942,"Patel, Kishor N. & Kiran M. Patel",Trs. Natraj Realty Trust,49,986837.9,3367091.2,293.484217,29348.4,,,,,,,,,,3396439.6,3319427.3,42.5,41.5,10603482.2,10362645.4,132.6,129.6,327.3,4.1,5178.2,64.77
498-15,132-157,2015,Yes,Parent,"498-15, 498-14",1-17 Cowperthwaite Street,"5 Cowperthwaite St
Cambridge, MA
(42.36883675900003, -71.11534311399998)",Residential,Multifamily Housing,2008,218383,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",98,1028999.1,3510945.4,41175.27969,4117528,,,,,,,,,,7628473.4,7424133.3,34.9,34,15347772.9,14893174.5,70.3,68.2,558.4,2.6,4355.4,19.94
388-4,35-85,2015,Yes,Parent,"388-4, 388-22",170 Gore St,"170 Gore St
Cambridge, MA
(42.37268302100006, -71.08554974099997)",Residential,Multifamily Housing,1988,147000,Pacheco-Pavillion Limited Partnership,,100,131620,449087.5,24335.00109,2433500.1,,,,,,,,,,2882587.6,2853816,19.6,19.4,3965309.9,3935099.7,27,26.8,172.7,1.2,3963,26.96
668-39,52A-21,2015,Yes,Single,,33 Massachusetts Ave,"60 Vassar St
Cambridge, MA
(42.36186893300004, -71.09133671599994)",Nonresidential,College/University,1968,75808,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,7525979.2,25678644.2,91.0000115,9100,,,,,,,21675864.4,17271208.7,,64634817.4,,852.6,,123094336.2,,1623.8,,4773.9,63,671,
673-3,70-74,2016,Yes,Single,,209 Massachusetts Ave,"211 Massachusetts Ave
Cambridge, MA
(42.36132489400006, -71.09677616199997)",Nonresidential,Office,1904,36081,"Mit 177 Massachusetts Ave. Llc,",C/O Mitim Co,,,,,,,,,,,,,,,,,,,,,,,,,,
366-14,135-20,2015,Yes,Child,"366-27, 366-14",375 Harvard Street,"375-A Harvard St
Cambridge, MA
(42.371671132000074, -71.11270083999995)",Residential,Multifamily Housing,1963,46335,Audubon Road Associates Ccspe LLC,,98,178798,610058.8,17831.00051,1783100.1,,,,,,,,,,2393158.9,2355038.8,51.6,50.8,3787839.7,3722675.3,81.7,80.3,153.7,3.3,1629.5,
610-1,43A-28,2015,Yes,Single,,545 Technology Sq,"300 Technology Sq
Cambridge, MA
(42.362916479000035, -71.09136912299994)",Nonresidential,Office,2001,175609,"MIT Real Estate, LLC","C /O Are-Tech Sq, Llc/ MIT Real Estate",1,9188281,31350418.5,309965.282985,30996528.3,,,,,,,,,,62346946.8,61648527,355,351.1,130986668.9,129767895.5,745.9,739,4679.4,26.6,7718.8,43.95
668-8,52A-21,2015,Yes,Single,,33 Massachusetts Ave,"21 Ames St
Cambridge, MA
(42.36053380000004, -71.08799408899995)",Nonresidential,College/University,1916,65896,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1097259.2,3743848.8,1177.999905,117800,,,,,,,5128512.8,10164523.6,,19154685.2,,290.7,,29236227.7,,443.7,,1313.6,19.9,570,
668-64,52A-21,2015,Yes,Single,,33 Massachusetts Ave,"3 Ames St
Cambridge, MA
(42.36008535800005, -71.08772482399996)",Nonresidential,College/University,1924,73433,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1028614.9,3509634.5,3192.91196,319291.2,,,,,,,,10460633.6,,14289559.3,,194.6,,23940080.1,,326,,1051.1,14.3,,
748-6,65-45,2015,No,Single,,20 Chestnut St,"9 Henry St
Cambridge, MA
(42.355036840000025, -71.10670650899993)",Residential,,,,"Trout, Bernhardt L., III",Trustees of Condominium Assn.,,,,,,,,,,,,,,,,,,,,,,,,,,
357-6,160-14,2015,Yes,Single,,1336-1362 Massachusetts Ave,"24 Dunster St
Cambridge, MA
(42.37265271700005, -71.11908098099997)",Nonresidential,Financial Office,1966,28346,President And Fellows Of Harvard College,Harvard University R.E. Dept,45,253529.6,865043.1,30001.447017,3000144.7,,,,,,,595668.6,,,4460856.4,4284106.4,157.4,151.1,6462055.8,6277401,228,221.5,274.4,9.7,,
106-64,203B-66,2015,Yes,Child,"106-6, 106-65, 106-5, 106-66, 106-67, 106-16, 106-68, 106-4, 106-69, 106-70, 106-14, 106-63, 106-7, 106-64",102 Sherman Street,"20 Walden Square Rd
Cambridge, MA
(42.389587181000024, -71.13202510099995)",Residential,Multifamily Housing,1974,156003,WSQ Limited Partnership,"C/O Winn Residential, Attn: Li Sosna",63,689338.9,2352024.7,180331.1118,18033111.2,,,,,,,,,,20385135.8,19805880,130.7,127,26320124.2,25711905.5,168.7,164.8,1345,8.6,12937.6,
188-3,208-3,2016,Yes,Single,,79 Garden St,"79 Garden St
Cambridge, MA
(42.383053940000025, -71.12770359899997)",Nonresidential,Office,2006,27148,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
245-64,257-47,2015,Yes,Child,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",676-694 Huron Ave,"28 Fresh Pond Pl
Cambridge, MA
(42.38019418600004, -71.15334421299997)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
59-25,268A-32,2015,Yes,Child,"59-16, 59-27, 59-25, 59-22, 59-19, 59-42 ,59-40, 59-39, 59-38, 59-37, 59-36, 59-31, 59-28",324 Rindge Ave,"23 Jackson Pl
Cambridge, MA
(42.39328304400004, -71.13512079299994)",Residential,Multifamily Housing,1952,207765,Cambridge Housing Authority,,63,1111397.9,3792090,125225.0028,12522500.3,,,,,,,,,93191,16632557.9,16594658.7,80.1,79.9,25373755.5,25334596.6,122.1,121.9,1062.8,5.1,16211.8,68.57
360-1,35-89,2016,No,Single,,163 Gore St,"163 Gore St
Cambridge, MA
(42.37290563800008, -71.08603110699994)",Nonresidential,,,,The Javna Family Limited Partnership, ,,,,,,,,,,,,,,,,,,,,,,,,,,
355-2,168-60,2015,Yes,Parent,"355-2, 355-3",4-12 Story St,"46 Brattle St
Cambridge, MA
(42.374030376000064, -71.12159363099994)",Nonresidential,Office,1970,61666,President And Fellows Of Harvard College,1350 Massachusetts Ave.,89,568033.5,1938130.5,23356.9583151,2335695.8,,,,,,,,,,4273826.4,4173771.4,69.3,67.7,8538210.5,8359341.7,138.5,135.6,311.6,5.1,856.1,
485-3,108-22,2015,Yes,Single,,295 Harvard Street,"295 Harvard St
Cambridge, MA
(42.36962582600006, -71.10543141499994)",Residential,Multifamily Housing,1960,93900,Harvard Towers Corporation,,,189220,645618.6,33462.997975,3346299.8,,,,,,,,,,3991918.4,3832284,42.5,40.8,5540857.2,5356908.9,59,57,240.2,2.6,3380,36
750-3,62-18,2016,Yes,Single,,565 Memorial Dr,"565 Memorial Dr
Cambridge, MA
(42.353676662000055, -71.10403627199997)",Nonresidential,College/University,1949,35748,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,,,,,,,,,,,,,,,,,,,,,,,,,
245-5,257-47,2015,Yes,Child,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",676-694 Huron Ave,"14 Fresh Pond Pl
Cambridge, MA
(42.380080544000066, -71.15314523699993)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
46-31,267D-294,2016,Yes,Single,,31R Smith Pl,"31 Smith Pl
Cambridge, MA
(42.391326898000045, -71.15089771999999)",Nonresidential,Mixed Use Property,1989,53926,"Cambridge Highlands,Llc",C/O Trinity Property Mgmt,,,,,,,,,,,,,,,,,,,,,,,,,,
106-49,204-147,2015,Yes,Child,"106-26, 106-49, 106-46, 106-32, 106-31, 106-28",181 Walden St,"12 Lincoln Way
Cambridge, MA
(42.387937272000045, -71.12928876899997)",Residential,Multifamily Housing,1950,105728,Cambridge Affordable Presidential,Apartments LLC.,82,506902.9,1729553,45476.00153,4547600.2,,,,,,,,,134165,6734924.1,6707950.6,63.7,63.4,10663547.5,10636109.1,100.9,100.6,453.2,4.3,5098.7,44.17
345-3,169-42,2015,Yes,Single,,12-30 Palmer St,"12 Palmer St
Cambridge, MA
(42.37396161100003, -71.12011597499998)",Nonresidential,Retail Store,1963,52000,Harvard Cooperative Society,"C/O Thomas A. Wagner, Jr.",78,805795.1,2749373.3,530.698525,53069.9,,855600,,,,,,,,3658043.2,,70.3,,9552911.5,,183.7,,332.3,6.4,899.9,17.31
620-74,14-31,2015,Yes,Single,,1 Broadway,"1 Broadway
Cambridge, MA
(42.36225615600006, -71.08333639299997)",Nonresidential,Office,1969,369713,"MIT One Broadway Fee Owner , LLC",C/O MIT Investment Management Comp.,81,5753627,19631377.8,216514.269615,21651427,,,,,,,,,,41282804.8,41007420.1,111.7,110.9,84376524.7,84087370.8,228.2,227.4,3049.3,8.2,6024.8,
245-45,257-47,2015,Yes,Child,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",676-694 Huron Ave,"55 Fresh Pond Pl
Cambridge, MA
(42.379653715000074, -71.15332361099996)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
506-37,118-30,2015,Yes,Single,,831 Massachusetts Avenue,"831 Massachusetts Avenue
Cambridge, MA
(42.367094286000054, -71.10644542999995)",Municipal,Office,1950,21808,City Of Cambridge,,51,377876.1,1289313.3,8209.5446279,820954.5,,,,,,,,,,2110267.8,2086510.5,96.8,95.7,4910446,4869265.6,225.2,223.3,168.3,7.7,16433,
549-15,27-70,2016,Yes,Single,,190 Fifth St,"190 Fifth St
Cambridge, MA
(42.36754068600004, -71.08400540899999)",Nonresidential,Other - Technology/Science,1925,28600,Bass Rocks Realty LLc,,,,,,,,,,,,,,,,,,,,,,,,,,,
439-4,133-23,2015,Yes,Single,,8-10 Arrow St,"14 Arrow St
Cambridge, MA
(42.37107341800004, -71.11457153099997)",Nonresidential,Office,1860,66000,"Dowse, Granton H., Jr.,",Irene A. M. Dowse & Leonard,100,167848.8,572700.3,18411.870454,1841187,,,,,,,,,,2413887.3,2353346.4,36.6,35.7,3731525.3,3632927.9,56.5,55,153.2,2.3,867.9,
439-14,133-33,2015,Yes,Single,,1090-1100 Massachusetts Ave,"1100 Massachusetts Ave
Cambridge, MA
(42.370575736000035, -71.11363910399996)",Nonresidential,Office,1979,46960,"1100 Massachusetts Avenue, LLC",,78,429286.9,1464727.2,23901.998877,2390199.9,,,,,,,,,,3854927.1,3816854.6,82.1,81.3,7108953.4,7068977.3,151.4,150.5,268.7,5.7,546.9,
 269-19,172-46,2015,Yes,Single,,19-21 Garden Street,"1 Waterhouse St
Cambridge, MA
(42.377406929000074, -71.12259739599995)",Residential,Multifamily Housing,1900,62608,"Blevins, Charles F., Tr. Of The",Arsenal Square Trust,96,82084.4,280072.2,51582.6568749,5158265.7,,,,,,,,,,5438337.8,5438337.8,86.9,86.9,6295605.5,6295605.5,100.6,100.6,301.1,4.8,2470,
699-19,55-18,2016,Yes,Single,,234 Albany St,"230 Albany St
Cambridge, MA
(42.35875372700008, -71.10048722099998)",Nonresidential,College/University,2001,22780,Massachusetts Institute Of Technology,Office Of The Treasurer,,,,,,,,,,,,,,,,,,,,,,,,,,
68-37,195-169,2015,No,Single,,120-124 Rindge Avenue,"124 Rindge Ave
Cambridge, MA
(42.39308342600003, -71.12960246699998)",Residential,,,,Attn: Property Manager,The Wyeth,,,,,,,,,,,,,,,,,,,,,,,,,,
592-6,105-81,2016,No,Single,,706 Massachusetts Ave,"692 Massachusetts Ave
Cambridge, MA
(42.36583434400006, -71.10449549199996)",Nonresidential,,,,Central Property Limited Partnership,C/O Riverside Management,,,,,,,,,,,,,,,,,,,,,,,,,,
325-6,137-42,2015,Yes,Single,,471 Broadway,"1730 Cambridge St
Cambridge, MA
(42.375312465000036, -71.11316473199997)",Nonresidential,College/University,2005,98924,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,838645.8,2861459.9,4184.222205,418422.2,,,,,,,1882497.4,1890500.8,,7052880.4,,71.3,,13581175,,137.3,,523.8,5.3,518.2,5.24
591-16,30-38,2015,Yes,Single,,12R Cambridge Ctr,"12 Cambridge Ctr
Cambridge, MA
(42.36443207600007, -71.08828902799996)",Nonresidential,Laboratory,1994,262984,Biogen Idec Realty Limited,"Attn: Russell Smith, Associate Tax Dir",,14618476.8,49878248.8,,,,,,,,,,137020611.8,,186898860.6,180519952.1,710.7,686.4,321459128.1,313326559,1222.4,1191.4,13923.4,52.9,40449.9,
369-3,22-109,2015,No,Single,,258 Monsignor Obrien Hwy,"250 Monsignor Obrien Hwy
Cambridge, MA
(42.373413810000045, -71.08162422399994)",Nonresidential,Hotel,1995,,"44 Cambridge Associates, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,
702-7,68-59,2015,Yes,Single,,189 Albany St,"185 Albany St
Cambridge, MA
(42.35947519200005, -71.09915151999996)",Nonresidential,College/University,1992,50118,MIT 195 Albany Spe LLC,C/O Mit Investment Manag.,,793051.9,2705893.6,30276.9982,3027699.8,,,,,,,,,,5733593.4,2438643.1,114.4,50.8,11675590.6,5218257.5,233,108.7,422.6,8.4,178,
69-8,267.4-310,2016,Yes,Single,,40 Smith Pl,"20 Wilson Rd
Cambridge, MA
(42.39209731600005, -71.14914708899994)",Nonresidential,Non-Refrigerated Warehouse,1900,36405,"Div Fresh Pond 40 Smith Place, Llc", ,,,,,,,,,,,,,,,,,,,,,,,,,,
496-1,33-93,2015,Yes,Single,,158 Spring Street,"158 Spring Street
Cambridge, MA
(42.369631653000056, -71.08596350599998)",Municipal,K-12 School,1972,127302,City Of Cambridge,,59,1331234.9,4542174,54681.63371,5468163.4,,,,,,,,,,10010337.4,9722115,78.6,76.4,20003998,19624061.2,157.1,154.2,729.9,5.7,141357.7,
557-6,41-38,2015,Yes,Single,,1A Kendall Sq,"100 One Kendall Square Complex
Cambridge, MA
(42.367978193000056, -71.07752347899998)",Nonresidential,Office,1988,26695,"Rb Kendall Fee,LLC.","C/O Dwf Iv One Kendall, LLC",,524023.7,1787969.2,24312.29317,2431229.3,,,,,,,,,,4219198.5,4217766,158.1,158,8167014,8165509.9,305.9,305.9,302.1,11.3,1255.7,47.04
241-4,144-1,2015,Yes,Child,"241-45, 241-8, 241-4, 241-41",2 Oxford St,"12 Oxford St
Cambridge, MA
(42.377251913000066, -71.11600746799996)",Nonresidential,Laboratory,1958,254734,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,6371752.9,21740423.6,,,,,,,,,23578011.4,19683290.8,,65001725.8,63949202.3,255.2,251,115522749.4,114430362.9,453.5,449.2,4652.8,18.3,3711.7,
575-2,119-23,2015,Yes,Single,,806 Massachusetts Avenue,"806 Massachusetts Avenue
Cambridge, MA
(42.36689498000004, -71.10623563399997)",Municipal,Other - Recreation,1995,27999,City Of Cambridge,,,342793.6,1169611.8,17927.813769,1792781.4,,,,,,,,,,2962393.1,2894840.8,105.8,103.4,5555001.3,5484071.4,198.4,195.9,208.4,7.4,35954.8,
560-22,130-144,2015,Yes,Child,"438-6, 438-8, 438-1, 438-7, 438-11",900 Memorial Dr,"900 Memorial Dr
Cambridge, MA
(42.365048837000074, -71.11596779899998)",Residential,Multifamily Housing,1964,489826,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",61,2386143.3,8141522.1,4041.2884056,404128.8,,,,,,,,30334487.2,,38880138.2,,79.4,,62482349.4,,127.6,,2823.3,5.8,22951.4,46.86
680-13,47-90,2015,Yes,Single,,36 Memorial Dr,"50 Memorial Dr
Cambridge, MA
(42.36047638600007, -71.08349956699993)",Nonresidential,College/University,1952,143950,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,,,,,,,,,,,153530,,,153530,,1.1,,153530,,1.1,,,,,
320-11,142-112,2015,Yes,Single,,1697 Cambridge St,"1699 Cambridge St
Cambridge, MA
(42.37519707700005, -71.11186749299998)",Residential,Multifamily Housing,1981,39000,Condo Association,,87,114601,391018.6,5132.999933,513300,,1757236.8,,,,,,,,2661555.3,2592111.6,68.2,66.5,3541572.5,3471434.3,90.8,89,195.5,5,1781.9,45.69
206-16,213-2A,2015,Yes,Single,,52-70 Linnaean St,"54 Linnaean St
Cambridge, MA
(42.38294261000004, -71.12469301699997)",Nonresidential,College/University,1966,102533,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,1087337.1000000001,3709994.8,86308.285099999994,8630828.5,,,,,,,,,,12340823.300000001,12254201.5,120.4,119.5,20711753.600000001,20481454.899999999,202,199.8,817.3,8,1123.9000000000001,10.96
184-3,208-15,2015,Yes,Child,"184-1, 184-2, 184-3, 184-8, 184-4, 184-5, 184-6, 184-7, 188-2, 188-1",4-46 Fernald Drive,"28 Fernald Dr
Cambridge, MA
(42.38303296000004, -71.12631195199998)",Residential,Multifamily Housing,1949,202814,President & Fellows Of Harvard College,C/O Harvard Resl Estate Inc,97,639458.7,2181833.5,79404.3948996,7940439.5,,,,,,,,,,10122273,10092072.4,49.9,49.8,15188418.6,15134505.4,74.9,74.6,632.8,3.1,4905.2,24.19
188-2,208-16,2016,Yes,Child,"184-1, 184-2, 184-3, 184-8, 184-4, 184-5, 184-6, 184-7, 188-2, 188-1",5-15 Fernald Dr,"26 Robinson St
Cambridge, MA
(42.383403600000065, -71.12683061499996)",Residential,Multifamily Housing,1949,202814,President & Fellows Of Harvard College,C/O Harvard Resl Estate Inc,,,,,,,,,,,,,,,,,,,,,,,,,,
73-3,197-4,2015,Yes,Child,"73-1, 73-2, 73-3",70R Rindge Avenue,"70R Rindge Avenue
Cambridge, MA
(42.39279395900007, -71.12844277899995)",Municipal,K-12 School,1999,128392,City Of Cambridge,,80,1016347.3,3467777.6,48090.839225,4809083.9,,,,,,,,,,8276861.5,8111945,64.5,63.2,15938359.7,15601711.9,124.1,121.5,590.9,4.6,57648.3,
742-1,59-37,2015,Yes,Single,,410 Memorial Dr,"410 Memorial Dr
Cambridge, MA
(42.355596296000044, -71.09807922899995)",Nonresidential,College/University,1948,167923,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,807433.9,2754964.9,1079.99996,108000,,,,,,,,9365735.8,,12228700.6,,72.8,,20031354.7,,119.3,,894.1,5.3,3376,
708-16,57-171,2015,Yes,Single,,106 Vassar St,"410-R Memorial Dr
Cambridge, MA
(42.35580546500006, -71.09748917599995)",Nonresidential,College/University,1971,25693,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,181848.9,620468.6,18162.9986,1816299.9,,,,,,,,,,2436768.5,,94.8,,3855386.3,,150.1,,156.5,6.1,,
59-19,268A-32,2015,Yes,Child,"59-16, 59-27, 59-25, 59-22, 59-19, 59-42 ,59-40, 59-39, 59-38, 59-37, 59-36, 59-31, 59-28",324 Rindge Ave,"6-A Jefferson Pk
Cambridge, MA
(42.39346372500006, -71.13520076699996)",Residential,Multifamily Housing,1952,207765,Cambridge Housing Authority,,63,1111397.9,3792090,125225.0028,12522500.3,,,,,,,,,93191,16632557.9,16594658.7,80.1,79.9,25373755.5,25334596.6,122.1,121.9,1062.8,5.1,16211.8,68.57
245-50,257-47,2015,Yes,Child,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",676-694 Huron Ave,"31 Fresh Pond Pl
Cambridge, MA
(42.38013427800007, -71.15336398999995)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
267-19,255-100,2015,Yes,Child,"267-10, 267-13, 267-12, 267-56, 267-50, 267-44, 267-32, 267-37, 267-35, 267-30, 267-28, 267-27, 267-24, 267-17, 267-16, 267-14, 267-31, 267-21, 267-43, 267-34, 267-18, 267-19, 267-19, 267-15, 267-10",18 Cushing Court,"18-1 Corcoran Ln
Cambridge, MA
(42.37722284900008, -71.15417414799998)",Residential,Multifamily Housing,1953,200633,Cambridge Housing Authority,,65,683629.9,2332545.6,155696.00071,15569600.1,,,,,,,,,,17902145.6,17854161.9,89.2,89,23672273.1,23596227.8,118,117.6,1052.6,5.2,17212.7,71.21
387-6,242-38,2015,Yes,Child,"387-14, 387-22, 387-12, 387-23, 387-21, 387-18, 387-3, 387-6, 387-5, 387-24, 387-10, 387-8, 387-17, 387-25, 387-20, 387-39, 387-32, 387-28",178 Coolidge Hill,"178 Coolidge Hill
Cambridge, MA
(42.37220282100003, -71.13761762899998)",Nonresidential,K-12 School,1926,143841,Shady Hill School,,,898460.8,3065548.8,43589.7132503,4358971.3,,,,,,,,,,7424520.1,7336892.4,51.6,51,14202743,14084892.4,98.7,97.9,528.1,3.7,1100.3,
206-11,213-2A,2015,Yes,Child,"206-13, 206-11, 206-15",52-70 Linnaean St,"59 Shepard St
Cambridge, MA
(42.380395357000054, -71.12445175999994)",Residential,Residence Hall/Dormitory,1901,172773,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,675247.9,2303946.1,136150.986,13615098.6,,4140,,,,,,,,15923184.699999999,,92.2,,21534425.600000001,,124.6,,946.4,5.5,2816.4,
708-19,57-131,2015,Yes,Single,,120 Massachusetts Ave,"100 Massachusetts Ave
Cambridge, MA
(42.359711668000045, -71.09424508399997)",Nonresidential,College/University,1959,46574,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1207199.9,4118966.6,,,,,,,,,,8023678.2,,12142644.8,,260.7,,22586369.7,,485,,931.3,20,3101.4,
610-8,43A-21,2015,Yes,Single,,575 Technology Sq,"500 Technology Sq
Cambridge, MA
(42.36292633800008, -71.09251846699993)",Nonresidential,Office,1965,210000,"MIT Real Estate, LLC","C/O Are-Tech Sq, Llc/ MIT Real Estate",1,12677765.8,43256542.3,,,,,,,,,,,,43256542.3,42986539.5,206,204.7,135825542.7,134977734.2,646.8,642.8,4184.9,19.9,10081.1,48.01
483-2,18-74,2015,Yes,Single,,21 Thorndike St,"25 First St
Cambridge, MA
(42.369736551000074, -71.07717654699997)",Nonresidential,Office,1851,261059,"Dwf Iii Davenport, LLC","C/O Divco West Services , LLC",92,3743590.9,12773133.7,17914.221722,1791422.2,,,,,,,,,,14564555.9,14320703.7,55.8,54.9,41988633.1,41487525.2,160.8,158.9,1330.9,5.1,3390.9,
