Portfolio Manager ID,Property Name,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ft²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ft2),Source EUI (kBtu/ft2),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes,geom
3962332,6th St.,19123,K-12 School,55000,2006,1,771517200,2694989.4,1545131.1,Not Available,Not Available,24,77.1,183.4,1237.5,423.3,,"910 N 6th St.
Philadelphia, Pennsylvania
(39.97709423300006, -75.25240515699994)"
4052093,Parking Deck 1,19107,Parking,220890,1963,0,771005200,1205609.7,Not Available,Not Available,Not Available,Not Available,5.5,17.1,Not Available,152.7,,"317 south 8th st
Philadelphia, Pennsylvania
(39.957643716000064, -75.15213589799998)"
3330776,Shaw,19143,K-12 School,120000,1923,1,783576000,1696875.3,12398062.7,0,Not Available,9,117.5,152.9,332.1,872.9,,"5400 WARRINGTON AVE
Philadelphia, Pennsylvania
(39.94179314300004, -75.22555044399996)"
3772933,Good Food Lab,19134,Non-Refrigerated Warehouse,70483,1934,1,884047900,1149022,160821.9,Not Available,Not Available,70,18.6,53.6,403.8,154,,"428 E Erie Ave
Philadelphia, Pennsylvania
(40.006801755000026, -75.12025577699995)"
3959830,L&M Warehouse,19116,Distribution Center,85000,1952,1,884233500,977947.4,Not Available,Not Available,Not Available,95,11.5,36.1,Not Available,123.8,,"2000 Bennett Rd
Philadelphia, Pennsylvania
(40.10833393200005, -75.01031195899998)"
3512106,17012-2210 LOTT ST,19115,Office,52043,1905,1,778653010,8930937.3,Not Available,62089,Not Available,1,172.8,540.1,464,1135.6,,"2210 LOTT ST
Philadelphia, Pennsylvania
(40.08506534300005, -75.02569486299996)"
3229069,PHPA,19146,Non-Refrigerated Warehouse,58887,1962,1,884124000,2049530.4,2769799.8,Not Available,Not Available,33,81.8,158.7,156,406.5,,"1550 South Warfield St
Philadelphia, Pennsylvania
(39.93518162300006, -75.20030449599994)"
3707291,Pennsylvania School for the Deaf,19144,K-12 School,83271,1984,7,775530500,2892332.6,5118055.4,Not Available,Not Available,28,96.2,173.6,1772.4,637.9,,"100 W School House Lane
Philadelphia, Pennsylvania
(40.03264445600007, -75.17442008499995)"
3883744,1330 Chestnut Street,19103,Other - Mall,85000,1900,1,882497400,5547430.9,Not Available,Not Available,Not Available,Not Available,65.3,204.9,666.3,702.5,,"1330-36 Chestnut Street
Philadelphia, Pennsylvania
(39.95072529600003, -75.16298780099999)"
3679494,Medical Tower Building,19103,Office,95000,1930,1,883051000,6478050.5,309817.1,Not Available,Not Available,68,71.5,217.5,3659.7,836.8,,"255 South 17th Street
Philadelphia, Pennsylvania
(39.94826582400003, -75.16942763099996)"
3895425,Gateway Garage,19103,Parking,423184,1991,1,782597700,2593641.4,Not Available,Not Available,Not Available,Not Available,6.1,19.2,34.7,328.5,,"1529 Spring Street
Philadelphia, Pennsylvania
(39.95708364300003, -75.16514038099996)"
3330952,Creighton,19120,K-12 School,63232,1930,1,786529200,988037.1,149788.7,4234237,Not Available,82,85,119.2,794.4,447.3,,"5401 TABOR AVE
Philadelphia, Pennsylvania
(40.034708323000075, -75.10527835799996)"
3774255,Fairmont Hospital,19128,Other - Specialty Hospital,89344,1997,1,881436400,4748081.2,2373629.8,Not Available,Not Available,Not Available,79.7,194.8,7332.1,761.7,,"561 Fairthorne Avenue
Philadelphia, Pennsylvania
(40.043064671000025, -75.22249998799998)"
3859682,Sloane Honda,19115,Parking,190638,1957,3,882174600,4451035.9,2954465.6,Not Available,Not Available,Not Available,116.5,268.8,680.1,720.5,,"9903 Bustleton Avenue
Philadelphia, Pennsylvania
(40.09465018100008, -75.03072211099999)"
3696988,3930 Chestnut St.,19104,Office,67084,1966,1,773687010,3902444.3,7030613.2,Not Available,Not Available,13,163,292.7,1594.3,867.3,,"3930 Chestnut St
Philadelphia, Pennsylvania
(39.95542418700006, -75.20067199799996)"
3790469,T02181 - 4050 S. 26th Street,19145,Office,52782,2011,1,788003050,2933205.6,85259.3,Not Available,Not Available,Not Available,57.2,176.2,137.3,376,"Multi-tenanted single story flex building occupied by a high end retail showroom, medical facility, and office/warehouse users.  Occupants have sole control of energy use.","4050 S. 26th Street
Philadelphia, Pennsylvania
(39.90128950500008, -75.19383227099996)"
3596849,642 N. Broad St.,19130,Office,278741,1903,1,883524700,11690764.2,4576263.7,Not Available,Not Available,86,58.4,148.9,1879.5,1723.4,,"642 N. Broad St.
Philadelphia, Pennsylvania
(39.96526836400005, -75.16083447399996)"
3769239,Walmart Store #01-5103,19124,Retail Store,109554,2003,1,882181540,6616789.2,1650347.8,Not Available,Not Available,74,75.5,205.5,795.6,925.5,,"4600 Roosevelt Blvd., Bldg G
Philadelphia, Pennsylvania
(40.02839593400006, -75.09949526399998)"
3641686,JHN Building,19107,Hospital (General Medical & Surgical),329142,1980,1,771006900,29807047.8,2158.8,Not Available,31349662.6,34,319.8,617.5,12465.5,7299.1,,"900 WALNUT STREET
Philadelphia, Pennsylvania
(39.94829294900006, -75.15615390499994)"
3326513,3624 Market St,19124,Office,225688,1975,1,Many,18921952.3,233972.8,Not Available,Not Available,47,84.9,264.3,1694.4,2408.6,,"3624 Market St.
Philadelphia, Pennsylvania
(39.956372749000025, -75.19592375999997)"
3876346,Left Bank,19104,Office,98707,1923,0,774515050,6937394.4,Not Available,Not Available,Not Available,56,70.3,220.7,17723.7,878.5,,"3118-98 Chestnut Street
Philadelphia, Pennsylvania
(39.95356067300003, -75.18580250399998)"
3694564,Woodland Shop,19143,Other - Public Services,262000,1985,1,773629501,5957352,15672168.7,0,Not Available,Not Available,82.6,134.2,1212.6,1586.2,,"4901 Woodland Avenue
Philadelphia, Pennsylvania
(39.940823056000056, -75.21271606199997)"
3681793,CCP Main Campus-East,19130,College/University,503960,1982,4,772534600,37728428.8,7807806.4,Not Available,Not Available,Not Available,90.4,251.3,8288.7,5192.2,,"1600 Spring Garden St
Philadelphia, Pennsylvania
(39.96293268900007, -75.16546318999997)"
3969866,BIOLOGY,19122,College/University,168651,2000,1,777570400,19553424.8,14953.7,Not Available,43655027,Not Available,561.1,861.8,23591,7997.8,,"1900 N. 12TH
Philadelphia, Pennsylvania
(39.98110371200005, -75.15353680899995)"
3667296,Monell Chemical Senses Center,19104,Laboratory,60000,1970,1,773702000,8993892.1,Not Available,Not Available,9373057.8,Not Available,306.1,658.6,3670.4,1968.8,,"3500 Market Street
Philadelphia, Pennsylvania
(39.956013237000036, -75.19294395899993)"
3633488,Pacifico Ford,19153,Automobile Dealership,55000,1970,1,882167505,2949703.3,Not Available,Not Available,Not Available,Not Available,53.6,168.4,217.1,373.5,,"6701 Essingtion ave
Philadelphia, Pennsylvania
(39.913120699000046, -75.22217389199994)"
3893238,La Salle #3 (Connelly Library),19144,Library,104498,1988,1,776506000,5527617.4,1766431.2,Not Available,Not Available,Not Available,69.8,183.8,960,793.7,,"2101 W Clarkson St
Philadelphia, Pennsylvania
(40.03828731100003, -75.15693630499999)"
3774261,Artwen Associates,19106,Office,88700,1981,1,883066000,4336672.5,577780.6,Not Available,Not Available,85,55.4,160.4,931.4,579.9,,"100 North 20th Street
Philadelphia, Pennsylvania
(39.955768953000074, -75.17281474799995)"
3330846,Overbrook HS,19131,K-12 School,323316,1926,1,783258200,3074712.9,631109.2,18276305.8,Not Available,95,68,89,771.8,1779.2,,"5898 LANCASTER AVE
Philadelphia, Pennsylvania
(39.981883982000056, -75.23895229099998)"
3959476,Shriners Hospital for Children,19140,Other - Specialty Hospital,172340,1997,1,777533101,18670030.7,605943,Not Available,33920388.1,Not Available,308.7,580.6,9467.9,5399.8,,"3551 North Broad St.
Philadelphia, Pennsylvania
(39.90596157200008, -75.17350496499995)"
3881643,KlingStubbins,19103,Office,105000,1920,1,883036600,5824754.9,2693382.4,Not Available,Not Available,71,81.1,201.1,110.4,880.5,,"2301 Chestnut Street
Philadelphia, Pennsylvania
(39.95273845200006, -75.17864759799994)"
1516957,Public Ledger,19106,Office,535382,1904,1,883003510,26309648.8,Not Available,Not Available,16435311.7,72,79.8,191.2,Not Available,4786.9,,"600 Chestnut St.
Philadelphia, Pennsylvania
(39.94922284000006, -75.15101357599997)"
3963040,BASIC INVESTMENT INC,19124,Distribution Center,85064,1920,1,884110700,282914.9,420319.4,Not Available,Not Available,Not Available,8.3,15.6,176.7,58.1,,"3700 KENSINGTON AV
Philadelphia, Pennsylvania
(40.00346535400007, -75.10073491099996)"
3330969,Rowen,19126,K-12 School,56400,1938,1,784552600,784013.1,120526.7,3134833.8,Not Available,73,71.6,102,1947.1,338.3,,"6841 NORTH 19TH ST
Philadelphia, Pennsylvania
(40.05933791600006, -75.14868919999998)"
3891364,"1635 Market St ""Seven Penn Center""",19103,Office,300000,1966,1,883053000,22273007.1,3005975.3,Not Available,Not Available,43,84.3,243.6,4642.4,2980.1,,"1635 Market St
Philadelphia, Pennsylvania
(39.95295892200005, -75.16811892599998)"
4000464,Sterling Apartment Homes,19103,Multifamily Housing,518241,1961,1,881035000,19705763.7,32723807.5,Not Available,Not Available,Not Available,101.2,185.7,41671.5,4232.2,,"1801 John F Kennedy Blv
Philadelphia, Pennsylvania
(39.95435740800008, -75.17090656899995)"
3891486,Friends Select School,19103,K-12 School,123306,1969,1,772199000,4310263.6,6030766,Not Available,Not Available,49,83.9,161.1,1109.4,865.9,,"17th and The Benjamin Franklin Parkway
Philadelphia, Pennsylvania
(39.95228311600005, -75.16244564499993)"
3330976,Brown JH,19136,K-12 School,54623,1937,1,786152400,853857.8,3823982.6,Not Available,Not Available,39,85.6,122.6,390.6,311,,"3600 STANWOOD ST
Philadelphia, Pennsylvania
(40.04387860800006, -75.02450699399998)"
3957537,Franklin Mills Mall,19154,Enclosed Mall,1540168,1989,1,882693014,148720106.4,37648.3,Not Available,Not Available,Not Available,96.6,303.2,14.8,18835.5,,"1455 Franklin Mills Circle
Philadelphia, Pennsylvania
(40.08996306800003, -74.95903967599997)"
3959806,The Madison,19139,Multifamily Housing,66336,1940,1,881144025,291876.8,4418835,Not Available,Not Available,Not Available,71,83.8,5885.8,273.8,,"216 S. 48th Street
Philadelphia, Pennsylvania
(39.95518705100005, -75.21782517999998)"
3673727,Walmart Supercenter #01-2141,19148,Wholesale Club/Supercenter,149398,1995,1,882055181,11846310.5,4013836.5,Not Available,Not Available,75,106.2,277.2,1365.2,1713.2,,"1675 S. Christopher Columbus Blvd.
Philadelphia, Pennsylvania
(39.92661932800007, -75.14473864899998)"
3330865,Duckrey,19121,K-12 School,101115,1968,1,784093000,2548471.6,2930555.2,Not Available,Not Available,74,54.2,109.6,362.7,478.2,,"1501 W DIAMOND ST
Philadelphia, Pennsylvania
(39.984997734000046, -75.15833632699997)"
2990373,400 Market,19106,Office,201897,1971,1,883012000,10736567.7,4386108.7,Not Available,Not Available,60,81.1,205.6,2704.8,1592.4,,"400 Market St.
Philadelphia, Pennsylvania
(39.95035810300004, -75.14737703299994)"
3824714,laundry mall,19134,"Personal Services (Health/Beauty, Dry Cleaning, etc.)",47000,1905,1,884526200,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,"413 E. Allegheny Ave.
Philadelphia, Pennsylvania
(39.99770740200006, -75.12249690599998)"
3690946,Colonial Village Townhomes,19128,Multifamily Housing,71040,1980,1,881091000,68315.1,Not Available,Not Available,Not Available,Not Available,1,3,4,8.7,,"8875 Ridge Avenue
Philadelphia, Pennsylvania
(40.068288120000034, -75.24027623899997)"
3820092,One South Broad,19107,Office,526472,1932,1,883318500,28394838,Not Available,Not Available,14294437.5,61,81.1,202,4990.1,4861.4,,"1 South Broad Street
Philadelphia, Pennsylvania
(39.95139048800007, -75.16377311399998)"
3663490,0542-Philadelphia - Wayne Ave.,19144,Non-Refrigerated Warehouse,108210,2009,1,884071500,1292987.6,143700,Not Available,Not Available,39,13.3,38.9,35,171.3,,"4433 Wayne Ave.
Philadelphia, Pennsylvania
(40.02114596700005, -75.15982737999997)"
3632460,Hyatt Regency at Penn's Landing,19106,Hotel,630000,2000,1,883710700,19310094.6,16742173.2,Not Available,Not Available,70,75.1,162.9,13272.9,3333.9,,"201 S. Columbus Blvd
Philadelphia, Pennsylvania
(39.94628916500005, -75.14152250399997)"
3779718,Queen Lane Water Treatment Plant,19129,Drinking Water Treatment & Distribution,110000,1953,3,884461930,19651489.1,4549340.1,Not Available,Not Available,Not Available,220,604.4,45020.8,2730,,"3110 W Queen Lane
Philadelphia, Pennsylvania
(40.01844346200005, -75.18330974799994)"
3960823,1800 Building,19122,Office,518161,1900,1,781597600,18471848.1,347198.4,Not Available,Not Available,Not Available,40.2,124.7,64351.9,2491.1,,"1800 N 9TH Street
Philadelphia, Pennsylvania
(39.97978826800005, -75.14897518899994)"
3893948,Walmart Store #01-5130,19114,Wholesale Club/Supercenter,141985,2004,1,882242000,9696358.1,2964338.8,Not Available,Not Available,57,89.2,236.4,1100.8,1385.2,,"9745 Roosevelt Blvd.
Philadelphia, Pennsylvania
(40.08515534500003, -75.02407591999997)"
4138956,Charles Ritter Inc,19148,Manufacturing/Industrial Plant,66000,1964,1,884150500,17808313,882378.7,Not Available,Not Available,Not Available,283.2,861.3,4077.2,2430.8,,"3333.S 3rd Street
Philadelphia, Pennsylvania
(39.90456270200008, -75.15433560399998)"
3697846,Cambridge Hanover 3250 S. 76th,19153,Non-Refrigerated Warehouse,247447,1990,1,884167500,1791429,3217518.6,Not Available,Not Available,Not Available,20.2,36.4,82.9,397.7,,"3250 S. 76th St.
Philadelphia, Pennsylvania
(39.90076478100008, -75.23028365099998)"
3892836,2191 Hornig Rd,19116,Office,64638,1950,1,884233835,192780.4,0,Not Available,Not Available,100,3,9.4,28.4,24.4,,"2191 Hornig Rd
Philadelphia, Pennsylvania
(40.11414365400003, -74.99572014399996)"
3856384,Dock TMC & Realty Corporation,19135,Not Available,Not Available,1928,1,884802700,Not Available,4683.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,"5200 Unruh Ave
Philadelphia, Pennsylvania
(40.018300089000036, -75.04144915599994)"
3330982,Fitzpatrick,19154,K-12 School,94466,1959,1,786249100,2248758.4,520.8,3750882.1,Not Available,28,63.5,114.9,1202.1,563.2,,"11061 KNIGHTS RD
Philadelphia, Pennsylvania
(40.081577664000065, -74.97595475599996)"
3641868,College Building,19107-4083,Office,191783,1928,1,771020000,15656016.6,17990,Not Available,22527196.3,6,267.2,465.8,5083,4665.7,,"1025 Walnut Street
Philadelphia, Pennsylvania
(39.94866869300006, -75.15860698499995)"
3790243,Ottens Flavors,19153,Manufacturing/Industrial Plant,90000,1999,1,884167800,7528427.9,4607952.6,Not Available,Not Available,Not Available,134.8,316.4,4720.3,1198,,"7800 Holstein Avenue
Philadelphia, Pennsylvania
(39.89795236700007, -75.23240378499997)"
3687631,The Wistar Institute,19104,Laboratory,255427,1894,1,773542000,14584692.9,196531.8,Not Available,23914625.8,Not Available,196.1,337.3,10593.5,4575,,"3601 Spruce Street
Philadelphia, Pennsylvania
(39.95081759800007, -75.19534761899996)"
3687630,Raymour and Flanigan Woodhaven CSC,19116,Distribution Center,98679,1965,1,884243500,1094688,Not Available,1690707,Not Available,Not Available,28.2,52.1,612.8,264.1,,"2001 Woodhaven Road
Philadelphia, Pennsylvania
(40.11143597800003, -75.00082108899994)"
3569581,1007-15 W. LEHIGH AVENUE,19133,Residence Hall/Dormitory,60000,1940,1,881134805,2251951,2538515.2,Not Available,Not Available,59,79.8,162.3,2181.6,419.9,,"1007-15 W. LEHIGH AVENUE
Philadelphia, Pennsylvania
(39.99312244300006, -75.14805339499998)"
3337462,Leeds,19150,K-12 School,168259,1955,1,784269400,2618874.5,620127.9,7834565.9,Not Available,36,65.8,99.8,2921.6,945.9,,"1100 E MT. PLEASANT AVE
Philadelphia, Pennsylvania
(40.070668599000044, -75.17616799599995)"
3760838,Devon Self Storage Oregon,19148,Self-Storage Facility,160000,1920,1,884140610,6730.9,117955.9,Not Available,Not Available,Not Available,0.8,0.9,125.3,7.2,,"12 East Oregon Ave
Philadelphia, Pennsylvania
(39.913239615000066, -75.14362341299994)"
2343414,9382,19136,Retail Store,79854,1999,1,882069010,3919074.4,12500,Not Available,Not Available,63,49.2,154.3,771,497,,"8800 Frankford Avenue
Philadelphia, Pennsylvania
(40.04965341900004, -75.01139965399994)"
3330849,Fitzsimon,19132,K-12 School,133000,1927,1,784081400,1901848.8,7614875.3,Not Available,Not Available,86,71.6,105,1091.1,644.9,,"2601 W CUMBERLAND ST
Philadelphia, Pennsylvania
(39.993408239000075, -75.17485659099998)"
3884233,Franklin Institute,19103-1115,Museum,446000,1932,1,782779400,22372272.5,9375148.1,0,Not Available,Not Available,96.2,242.7,6979.8,3492.9,,"222 N 20th St
Philadelphia, Pennsylvania
(39.95776288500008, -75.17235515699997)"
3762539,"15,16,90-Haggerty/General Service/Law",19104,College/University,237906,1971,3,774530700,14937555.2,82987.6,Not Available,11302.4,Not Available,63.2,197.6,11357.4,1897,,"3300-3350 Market Street
Philadelphia, Pennsylvania
(39.95559952900004, -75.18959805199995)"
3989969,Oak Lane,19126,Self-Storage Facility,67500,2006,1,884332560,513485.9,330995.9,Not Available,Not Available,Not Available,12.5,29,8.4,82.6,,"1499 66th Ave.
Philadelphia, Pennsylvania
(40.05382262300003, -75.14302461999995)"
3683011,12th and Filbert,19107,Parking,316013,2002,1,883430700,9775867.9,Not Available,Not Available,2232251.9,Not Available,413.9,1150.6,7846.5,1435.6,,"1201 Filbert Street
Philadelphia, Pennsylvania
(39.95301115700005, -75.15975780699995)"
3512081,20594,19104,Office,75176,1905,1,773620005,9321648.8,Not Available,1360390.1,Not Available,3,142.1,407.6,151,1281.5,,"3810 CHESTNUT ST
Philadelphia, Pennsylvania
(39.95515900600003, -75.19856813499996)"
3782254,Pier 84,19148,Non-Refrigerated Warehouse,540000,1919,2,884463825,2748929,Not Available,Not Available,Not Available,Not Available,5.1,16,356.9,348.1,,"2401 south columbus boulevard
Philadelphia, Pennsylvania
(39.916482005000034, -75.13827882899994)"
3404349,Roosevelt MS,19144,K-12 School,135315,1924,1,784471600,1872739.7,335653.3,6210505.9,Not Available,23,62.2,92.4,525.7,715.9,,"430 E WASHINGTON LANE
Philadelphia, Pennsylvania
(40.04849948200007, -75.17545247199996)"
3875677,Holiday Inn Express Penns Landing,19106,Hotel,87000,1986,1,883710500,4185149,3512201.6,Not Available,Not Available,36,88.5,193.4,4940.1,716.4,,"100 North Columbus Blvd.
Philadelphia, Pennsylvania
(39.95168169200008, -75.14057944699994)"
3330871,Meade,19121,K-12 School,94000,1937,1,782405200,981291.2,6568010.5,Not Available,Not Available,42,80.3,106.1,1533.9,472.9,,"1600 NORTH 18TH ST
Philadelphia, Pennsylvania
(39.93106979200007, -75.17484506799997)"
3962102,LA Liberty,191063324,Other - Education,50000,2003,0,883010510,7605873.4,576001.3,Not Available,Not Available,Not Available,163.6,489.7,1680.1,993.8,,"105 S 7th Street
Philadelphia, Pennsylvania
(39.948952054000074, -75.15241705499994)"
2705460,Comly Depot,19149,Other - Public Services,105000,1921,1,884353910,5607280.8,17139945.5,0,Not Available,Not Available,216.6,339.1,6606,1619.8,,"6000 Penn Street
Philadelphia, Pennsylvania
(40.03035730700003, -75.07380608499994)"
3330903,Kearny,19123,K-12 School,49000,1922,1,781088800,486687.7,7380284.9,Not Available,Not Available,2,160.6,189.3,475.6,453.3,,"601 FAIRMOUNT AVE
Philadelphia, Pennsylvania
(39.963647104000074, -75.14820200799994)"
